Name,Size,Type,Align.,AC,HP,Speed,Swim,Fly,Climb,Burrow,STR,DEX,CON,INT,WIS,CHA,STR save,DEX save,CON save,INT save,WIS save,CHA save,Acrobatics,Animal Handling,Arcana,Athletics,Deception,History,Insight,Intimidation,Investigation,Medicine,Nature,Perception,Performance,Persuasion,Religion,Sleight of Hand,Stealth,Survival,WRI,Acid Resistance,Acid Immunity,Cold Res,Cold Immu,Fire Res,Fire Immu,Force Res,Force Immu,Lightening Res,Lightneing Immu,Necrotic Res,Necrotic Immu,Poison Res,Poison Immu,Psychic Res,Psychic Immu,Radiant Res,Radiant Immu,Slashing Res,Slashing Immu,Piercing Res,Piercing Immu,Thunder Res,Thunder Immu,Charmed Immunity,Exhaustion Immunity,Frightened Immunity,Paralyzed Immunity,Prone Immunity,Unconscious Immunity,Senses,Blindsight,Darkvision,Truesight,Tremorsense,Normal,Normal Spellcasting,Master of the Grave,Evasion,Legendary Resistance,Languages,Abyssal,Alive,All,Any,Aquan,Auran,Bothii,Celestial,Common,Creator,Deep Speech,Draconic,Druidic,Dwarvish,Elvish,Giant,Gnoll,Gnomish,Goblin,Ignan,Infernal,Infernal,Modron,None,Olman,Orc,Own,Primal,Primordial,Spider,Sylvan,Telepathy,Terran,Thayan,Thieves' Cant,Undercommon,Yikaria,Telepathy Distance,CR,Additional,Origin
Pegasus,Large,Celestial,CG,12,59,60,,90,,,18,15,16,10,15,13,,,Y,,Y,Y,,,,,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Celestial, Common, Elvish, Sylvan",,,,,,,,Y,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,2.00,None,Monster Manual
Peryton,Medium,Monstrosity,CE,13,33,20,,60,,,16,12,13,9,12,10,,,,,,,,,,,,,,,,,,Y,,,,,,,Nonmagicalres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Common, Elvish",,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,2.00,"Dive Attack, Flyby, Keen Sight, Keen Smell",Monster Manual
Pixie,Tiny,Fey,NG,15,1,10,,30,,,2,20,8,10,14,15,,,,,,,,,,,,,,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Sylvan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,0.25,"Magic Resistance, Innate Spellcasting (Psionics)",Monster Manual
Pseudodragon,Tiny,Dragon,NG,13,7,15,,60,,,6,15,13,10,12,10,,,,,,,,,,,,,,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blindsight 10, darkvision 60",10,60,,,,,,,,"Common, Draconic",,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,"Keen Senses, Magic Resistance, Limited Telepathy",Monster Manual
Quickling,Tiny,Fey,CE,16,10,120,,,,,4,23,13,10,12,7,,,,,,,Y,,,,,,,,,,,Y,,,,Y,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Sylvan",,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,1.00,"Blurred Movement, Evasion",Volo's Guide to Monsters
Rakshasa,Medium,Fiend,LE,16,110,40,,,,,14,17,18,13,16,20,,,,,,,,,,,Y,,Y,,,,,,,,,,,,"Magicalpiercingweak, nonmagicalres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Infernal",,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,13.00,"Limited Magic Immunity, Innate Spellcasting",Monster Manual
Redcap,Small,Fey,CE,13,45,25,,,,,18,13,18,10,12,9,,,,,,,,,,Y,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Sylvan",,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,3.00,"Iron Boots, Outsize Strength",Volo's Guide to Monsters
Revenant,Medium,Undead,N,13,136,30,,,,,18,14,18,13,16,18,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,"Necroticres, psychicres, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu, stunnedimmu",,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,Y,Y,Y,Y,,,Darkvision 60,,60,,,,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,"Regeneration, Rejuvenation, Turn Immunity, Vengeful Tracker",Monster Manual
Sahuagin,Medium,Humanoid,LE,12,22,30,40,,,,13,11,12,12,13,9,,,,,,,,,,,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,0.50,"Blood Frenzy, Limited Amphibious, Shark Telepathy",Monster Manual
Sahuagin Baron,Large,Humanoid,LE,16,76,30,50,,,,19,15,16,14,13,17,,Y,Y,Y,Y,,,,,,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,5.00,"Blood Frenzy, Limited Amphibious, Shark Telepathy",Monster Manual
Sahuagin Priestess,Medium,Humanoid,LE,12,33,30,40,,,,13,11,12,12,14,13,,,,,,,,,,,,,,,,,,Y,,,Y,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,2.00,"Blood Frenzy, Limited Amphibious, Shark Telepathy, Normal Spellcasting",Monster Manual
Salamander,Large,Elemental,NE,15,90,30,,,,,18,14,15,11,10,12,,,,,,,,,,,,,,,,,,,,,,,,,"Coldweak, nonmagicalres, fireimmu",,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Ignan,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,5.00,Heated Body,Monster Manual
Satyr,Medium,Fey,CN,14,31,40,,,,,12,16,11,12,10,14,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Common, Elvish, Sylvan",,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,0.50,Magic Resistance,Monster Manual
Shadar-Kai Gloom Weaver,Medium,Humanoid (Elf),N,14,104,30,,,,,11,18,14,15,12,18,,Y,Y,,,,,,,,,,,,,,,,,,,,,,"Necroticimmu, charmedimmu, exhaustionimmu",,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,Darkvision 60,,60,,,,,,,,"Common, Elvish",,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,9.00,"Burden of Time, Fey Ancestry, Innate Spellcasting, Normal Spellcasting",Mordenkainen's Tome of Foes
Shadar-Kai Shadow Dancer,Medium,Humanoid (Elf),N,15,71,30,,,,,12,16,13,11,12,12,,,Y,,,Y,,,,,,,,,,,,,,,,,Y,,"Necroticimmu, charmedimmu, exhaustionimmu",,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,Darkvision 60,,60,,,,,,,,"Common, Elvish",,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,7.00,"Fey Ancestry, Shadow Jump",Mordenkainen's Tome of Foes
Shadar-Kai Soul Monger,Medium,Humanoid (Elf),N,15,123,30,,,,,8,17,14,19,15,13,,,Y,,Y,Y,,,,,,,,,,,,Y,,,,,,,"Necroticimmu, psychicimmu, charmedimmu, exhaustionimmu, frightenedimmu",,,,,,,,,,,,Y,,,,Y,,,,,,,,,Y,Y,Y,,,,Darkvision 60,,60,,,,,,,,"Common, Elvish",,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,11.00,"Fey Ancestry, Innate Spellcasting, Magic Resistance, Soul Thirst, Weight of Ages",Mordenkainen's Tome of Foes
Skulk,Medium,Humanoid,CN,14,18,30,,,,,6,19,10,10,7,1,,Y,,,,,,,,,,,,,,,,,,,,,Y,,"Radiantimmu, blindedimmu",,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,Common,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,"Fallible Invisibility, Trackless",Mordenkainen's Tome of Foes
Skull Lord,Medium,Undead,LE,18,105,30,,,,,14,16,17,16,15,21,,,,,,,,,,Y,,Y,,,,,,Y,,,,,Y,,"Coldres, necroticres, nonmagicalres, poisonimmu, blindedimmu, charmedimmu, deafenedimmu, exhuastionimmu, frightenedimmu, poisonedimmu, stunnedimmu, unconsciousimmu",,,Y,,,,,,,,Y,,,Y,,,,,,,,,,,Y,,Y,,,Y,"Legendary Resistance, Master of the Grave, Evasion, Normal Spellcasting",,,,,,Y,Y,Y,Y,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,"Legendary Resistance, Master of the Grave, Evasion, Normal Spellcasting",Mordenkainen's Tome of Foes
"Slaad, Death",Medium,Aberration,CE,18,170,30,,,,,20,15,19,15,10,16,,,,,,,,,Y,,,,,,,,,Y,,,,,,,"Acidres, coldres, fireres, lightningres, thunderres",Y,,Y,,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,"Blindsight 60, darkvision 60",60,60,,,,,,,,"Own, telepathy 60",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,60,10.00,"Shapechanger, Innate Spellcasting, Magic Resistance, Magic Weapons, Regeneration",Monster Manual
"Slaad, Gray",Medium,Aberration,CN,18,127,30,,,,,17,17,16,13,8,14,,,,,,,,,Y,,,,,,,,,Y,,,,,,,"Acidres, coldres, fireres, lightningres, thunderres",Y,,Y,,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,"Blindsight 60, darkvision 60",60,60,,,,,,,,"Own, telepathy 60",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,60,9.00,"Shapechanger, Innate Spellcasting, Magic Resistance, Magic Weapons, Regeneration",Monster Manual
"Slaad, Green",Large,Aberration,CN,16,127,30,,,,,18,15,16,11,8,12,,,,,,,,,Y,,,,,,,,,Y,,,,,,,"Acidres, coldres, fireres, lightningres, thunderres",Y,,Y,,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,"Blindsight 30, darkvision 60",30,60,,,,,,,,"Own, telepathy 60",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,60,8.00,"Shapechanger, Innate Spellcasting, Magic Resistance, Regeneration",Monster Manual
Slithering Tracker,Medium,Ooze,CE,14,32,30,30,,30,,16,19,15,10,14,11,,,,,,,,,,,,,,,,,,,,,,,Y,,"COldweak,fireweak, nonmagicalres, blindedimmu, deafenedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, unconsciousimmu",,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Blindsight 120,120,,,,,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,"Ambusher, Damage Transfer, False Appearance, Keen Tracker, Liquid Form, Spider Climb, Watery Stealth",Volo's Guide to Monsters
"Sorrowsworn, The Angry",Medium,Monstrosity,NE,18,255,30,,,,,17,10,19,8,13,6,,,,,,,,,,,,,,,,,,Y,,,,,,,Darknessres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Common,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,"Two Heads, Rising Anger",Mordenkainen's Tome of Foes
Specter,Medium,Undead,CE,12,22,,,50,,,1,14,11,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, unconsciousimmu",Y,,Y,,Y,,,,Y,,,Y,,Y,,,,,,,,,Y,,Y,Y,,Y,Y,Y,Darkvision 60,,60,,,,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,"Incorporeal Movement, Sunlight Sensitivity",Monster Manual
"Sphinx, Andro",Large,Monstrosity,LN,17,199,40,,60,,,22,10,20,16,18,23,,Y,Y,Y,Y,,,,Y,,,,,,,,,Y,,,Y,,,,"Psychicimmu, nonmagicalimmu, charmedimmu, frightenedimmu",,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,Y,,,,Truesight 120,,,120,,,,,,,"Common, Own",,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,17.00,"Inscrutable, Magic Weapons, Normal Spellcasting, Lair, Legendary",Monster Manual
"Sphinx, Gyno",Large,Monstrosity,LN,17,136,40,,60,,,18,15,16,18,18,18,,,,,,,,,Y,,,Y,,,,,,Y,,,Y,,,,"Nonmagicalres, psychicimmu, charmedimmu, frightenedimmu",,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,Y,,,,Truesight 120,,,120,,,,,,,"Common, Own",,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,11.00,"Inscrutable, Magic Weapons, Normal Spellcasting, Legendary, Lair",Monster Manual
Sprite,Tiny,Fey,NG,15,2,10,,40,,,3,18,10,14,13,11,,,,,,,,,,,,,,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Common, Elvish, Sylvan",,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,0.25,None,Monster Manual
Star Spawn Grue,Small,Aberration,NE,11,17,30,,,,,6,13,10,9,11,6,,,,,,,,,,,,,,,,,,,,,,,,,Psychicimmu,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Deep Speech,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,Aura of Madness,Mordenkainen's Tome of Foes
Star Spawn Larva Mage,Medium,Aberration,CE,16,168,30,,,,,17,12,23,18,12,16,,,Y,,Y,Y,,,,,,,,,,,,Y,,,,,,,"Coldres, nonmagicalres, psychicimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, restrainedimmu",,,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,,Y,Y,,,Darkvision 60,,60,,,,,,,,Deep Speech,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,"Innate Spellcasting, Return to Worms, Legendary",Mordenkainen's Tome of Foes
Star Spawn Mangler,Medium,Aberration,CE,14,71,40,,,40,,8,18,12,11,12,7,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,"Coldres, psychicimmu, charmedimmu, frightenedimmu, proneimmu",,,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,,Y,,Y,,Darkvision 60,,60,,,,,,,,Deep Speech,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,"Ambusher, Shadow Stealth",Mordenkainen's Tome of Foes
Star Spawn Seer,Medium,Aberration,NE,17,153,30,,,,,14,12,18,22,19,16,,,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,"Coldres, nonmagicalres, psychicimmu, charmedimmu, frightenedimmu",,,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,,Y,,,,Darkvision 60,,60,,,,,,,,"Common, Deep Speech, Undercommon",,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,13.00,Out-of-Phase Movement,Mordenkainen's Tome of Foes
Succubus/Incubus,Medium,Fiend,NE,15,66,30,,60,,,8,17,13,15,12,20,,,,,,,,,,,Y,,Y,,,,,Y,,Y,,,Y,,"Coldres, fireres, lightningres, poisonres, nonmagicalres",,,Y,,Y,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Abyssal, Common, Infernal, telepathy 60",Y,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,60,4.00,"Telepathic Bond, Shapechanger",Monster Manual
Sword Wraith Commander,Medium,Undead,LE,18,127,30,,,,,18,14,18,11,12,14,,,,,,,,,,,,,,,,,,Y,,,,,,,"Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, frightenedimmu, poisonedimmu, unconsciousimmu",,,,,,,,,,,Y,,,Y,,,,,,,,,,,,Y,Y,,,Y,Darkvision 60,,60,,,,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,"Martial Fury, Turning Defiance",Mordenkainen's Tome of Foes
Thri-Kreen,Medium,Humanoid,CN,15,33,40,,,,,12,15,13,8,12,7,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,1.00,"Chameleon Carapace, Standing Leap",Monster Manual
Tlincalli,Large,Monstrosity,NE,15,85,40,,,,,16,13,16,8,12,8,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,5.00,None,Volo's Guide to Monsters
Tortle,Medium,Humanoid (Tortle),LG,17,22,30,,,,,15,10,12,11,13,12,,,,,,,,,,Y,,,,,,,,,,,,,,Y,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Aquan, Common",,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,Hold Breath,Mordenkainen's Tome of Foes
Tortle Druid,Medium,Humanoid (Tortle),LN,17,33,30,,,,,14,10,12,11,15,12,,,,,,,,Y,,,,,,,,,Y,,,,,,,Y,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Aquan, Common",,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,"Hold Breath, Normal Spellcasting",Mordenkainen's Tome of Foes
Treant,Huge,Plant,CG,16,138,30,,,,,23,8,21,12,16,12,,,,,,,,,,,,,,,,,,,,,,,,,"Bludgeoningres, piercingres, fireweak",,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Normal,,,,,Y,,,,,"Common, Druidic, Elvish, Sylvan",,,,,,,,,Y,,,,Y,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,9.00,"False Appearance, Siege Monster",Monster Manual
"Troll, Dire",Huge,Giant,CE,15,172,40,,,,,22,15,21,9,11,5,,,,,Y,Y,,,,,,,,,,,,Y,,,,,,,"Nonmagicalres, frightenedimmu, poisonedimmu",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Darkvision 60,,60,,,,,,,,Giant,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,13.00,"Keen Smell, Keen Sight, Regeneration",Mordenkainen's Tome of Foes
"Troll, Spirit",Large,Giant,CE,17,97,30,,,,,1,17,13,8,9,16,,,,,,,,,,,,,,,,,,Y,,,,,,,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, unconsciousimmu",Y,,Y,,Y,,,,Y,,,,,,,,,,,,,,Y,,,Y,,Y,Y,Y,Darkvision 60,,60,,,,,,,,Giant,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,11.00,"Incorporeal Movement, Regeneration",Mordenkainen's Tome of Foes
Umber Hulk,Large,Monstrosity,CE,18,93,30,,,,20,20,13,16,9,10,10,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,5.00,"Confusing Gaze, Tunneler",Monster Manual
Unicorn,Large,Celestial,LG,12,67,50,,,,,18,14,15,11,17,16,,,,,,,,,,,,,,,,,,,,,,,,,"Poisonimmu, charmedimmu, paralyzedimmu, poisonedimmu",,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,Y,,,Darkvision 60,,60,,,,,,,,"Celestial, Elvish, Sylvan, telepathy 60",,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,60,5.00,"Legendary, Lair, Charge, Innate Spellcasting, Magic Resistance, Magic Weapons",Monster Manual
Vampire,Medium,Undead,LE,16,144,30,,,,,18,18,18,17,15,18,,,Y,,Y,Y,,,,,,,,,,,,Y,,,,,Y,,"Necroticres, nonmagicalres",,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,"Shapechanger, Legendary, Lair, Misty Escape, Regeneration, Spider Climb, Vampire Weaknesses, Forbiddance, Harmed by Running Water, Sunlight Hypersensitivity, Stake to the Heart",Monster Manual
Vampire Spawn,Medium,Undead,NE,15,82,30,,,,,16,16,16,11,10,12,,,Y,,Y,,,,,,,,,,,,,Y,,,,,Y,,"Necroticres, nonmagicalres",,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,"Regeneration, Spider Climb, Vampire Weaknesses, Forbiddance, Harmed by Running Water, Stake to the Heart, Sunlight Hypersensitivity",Monster Manual
Water Weird,Large,Elemental,N,13,58,,60,,,,17,16,13,11,10,10,,,,,,,,,,,,,,,,,,,,,,,,,"Fireres, nonmagicalres, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, poisonedimmu, restrainedimmu, proneimmu, unconsciousimmu",,,,,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,Y,Blindsight 30,30,,,,,,,,,Aquan,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,"Invisible in Water, Water Bound",Monster Manual
Wight,Medium,Undead,NE,14,45,30,,,,,15,14,16,10,13,15,,,,,,,,,,,,,,,,,,Y,,,,,Y,,"Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, poisonedimmu",,,,,,,,,,,Y,,,Y,,,,,,,,,,,,Y,,,,,Darkvision 60,,60,,,,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,Sunlight Sensitivity,Monster Manual
Will-O'-Wisp,Tiny,Undead,CE,19,22,,,50,,,1,28,10,13,14,11,,,,,,,,,,,,,,,,,,,,,,,,,"Lightningimmu, poisonimmu, acidres, coldres, fireres, necroticres, thunderres, nonmagicalres, exhaustionimmu, grappledimmu, paralyzedimmu, poisonedimmu, proneimmu, restrainedimmu, unconsciousimmu",Y,,Y,,Y,,,,,Y,Y,,,Y,,,,,,,,,Y,,,Y,,Y,Y,Y,Darkvision 120,,120,,,,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,"Consume Life, Ephemeral, Incorporeal Movement, Variable Illumination",Monster Manual
Wood Woad,Medium,Plant,LN,18,75,30,,,30,,18,12,16,10,13,8,,,,,,,,,,Y,,,,,,,,Y,,,,,Y,,"Fireweak, bludgeoningres, piercingres, charmedimmu, frightenedimmu",,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,,,Darkvision 60,,60,,,,,,,,Sylvan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,5.00,"Magic Club, Plant Camouflage, Regeneration, Tree Stride",Volo's Guide to Monsters
Wraith,Medium,Undead,NE,13,67,,,60,,,6,16,16,12,14,15,,,,,,,,,,,,,,,,,,,,,,,,,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalres, nonsilveredres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Y,,Y,,Y,,,,Y,,,Y,,Y,,,,,,,,,Y,,Y,Y,,Y,Y,,Darkvision 60,,60,,,,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,"Incorporeal Movement, Sunlight Sensitivity",Monster Manual
Xorn,Medium,Elemental,N,19,73,20,,,,20,17,10,22,11,10,11,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Nonadamantineres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darkvision 60, tremorsense 60",,60,,60,,,,,,Terran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,5.00,"Earth Glide, Stone Camouflage, Treasure Sense",Monster Manual
Xvart,Small,Humanoid (Xvart),CE,13,7,30,,,,,8,14,10,8,7,7,,,,,,,,,,,,,,,,,,,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 30,,30,,,,,,,,Abyssal,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,"Low Cunning, Overbearing Pack, Raxivort's Tongue",Volo's Guide to Monsters
Xvart Speaker,Small,Humanoid (Xvart),CE,13,7,30,,,,,8,14,10,13,7,7,,,,,,,,,,,,,,,,,,,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 30,,30,,,,,,,,"Abyssal, Any",Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,"Low Cunning, Overbearing Pack, Raxivort's Tongue",Volo's Guide to Monsters
Xvart Warlock of Raxivort,Small,Humanoid (Xvart),CE,12,22,30,,,,,8,14,12,8,11,12,,,,,,,,,,,,,,,,,,,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 30,,30,,,,,,,,Abyssal,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,"Innate Spellcasting, Normal Spellcasting, Low Cunning, Raxivort's Blessing, Raxivort's Tongue",Volo's Guide to Monsters
Yeti,Large,Monstrosity,CE,12,51,40,,,40,,18,13,16,8,12,7,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Coldimmu,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,3.00,"Fear of Fire, Keen Smell, Snow Camouflage",Monster Manual
"Yeti, Abominable",Huge,Monstrosity,CE,15,137,40,,,40,,24,10,22,9,13,9,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Poisonres,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,9.00,"Fear of Fire, Keen Smell, Snow Camouflage",Monster Manual
